Age,Gender,Year_of_Study,Monthly_Income_AED,Living,Transport_Mode,Order_Frequency,Order_Time,Preferred_Cuisines,Choice_Factors,Accept_Delay_for_Freshness,Uses_Apps,Used_Apps,Satisfaction_Score,Multi_Restaurant_Order,Willing_to_Wait_for_Fresh_Food,Max_Willingness_to_Pay_AED,Wants_Personal_Suggestions,Likes_Bundle_Deals,Cares_About_Sustainability,Empathy_Preference,Biggest_Frustration,Common_Problems,Sustainable_Rewards,Loyalty_Likelihood
22,Male,1st Year,435,On-campus,Public Transport,1-2,Breakfast,"Italian, Others","Sustainability, Quality, Variety",Yes,Yes,"Talabat, Zomato, Others",1,Yes,Yes,17,Yes,Maybe,No,No,Cold food,"Poor packaging, Cold food",Yes,3
28,Female,1st Year,1729,Off-campus,Ride-hailing,1-2,Breakfast,"Italian, Chinese, Healthy","Reviews, Sustainability",Yes,Yes,"Others, Talabat",2,Maybe,Yes,14,Yes,No,No,No,Late delivery,"High price, Limited variety, Cold food",Yes,5
21,Female,Postgraduate,1010,On-campus,Personal Vehicle,3-5,Late night,"Healthy, Fast Food, Indian","Reviews, Speed, Price",Yes,Yes,"Talabat, Zomato, Others",2,Yes,No,21,Maybe,Maybe,No,Doesn’t matter,Limited menu,"Cold food, Late delivery",Maybe,5
24,Male,2nd Year,923,On-campus,Public Transport,1-2,Varies,Indian,"Sustainability, Speed, Quality",Yes,Yes,Talabat,2,Yes,Yes,25,No,Yes,Yes,Doesn’t matter,Late delivery,Late delivery,No,5
20,Female,1st Year,656,Off-campus,Walk,3-5,Late night,Others,"Reviews, Sustainability",Yes,Yes,"Others, Talabat",4,Maybe,No,15,Maybe,Maybe,No,No,Late delivery,Poor packaging,Maybe,1
21,Female,3rd Year,603,Off-campus,Ride-hailing,1-2,Lunch,"Fast Food, Healthy","Speed, Sustainability, Variety",Yes,Yes,"Uber Eats, Zomato",5,Yes,Yes,34,Yes,Yes,Yes,Yes,High prices,"Limited variety, Late delivery, High price",Yes,1
26,Female,3rd Year,822,On-campus,Bike,1-2,Dinner,"Chinese, Healthy","Sustainability, Quality",Yes,No,None,1,No,Yes,35,Maybe,No,Yes,Doesn’t matter,Limited menu,"Late delivery, Limited variety",Maybe,1
20,Male,3rd Year,1145,On-campus,Public Transport,0,Varies,"Chinese, Italian, Healthy","Variety, Quality, Price",Maybe,Yes,"Talabat, Zomato",1,Yes,No,37,Yes,Yes,Yes,Yes,Late delivery,"Cold food, Limited variety",Yes,3
26,Female,2nd Year,2476,On-campus,Public Transport,3-5,Lunch,Fast Food,"Sustainability, Price",Yes,Yes,"Zomato, Others, Talabat",2,Yes,No,10,No,Yes,Somewhat,Yes,No tracking,"Limited variety, Cold food, Late delivery",Maybe,2
23,Male,1st Year,1237,On-campus,Ride-hailing,1-2,Late night,"Others, Italian, Healthy","Speed, Reviews",No,Yes,"Others, Zomato",5,Yes,Yes,44,No,Yes,Yes,No,Limited menu,"Late delivery, High price",No,5
20,Male,Postgraduate,4764,Off-campus,Personal Vehicle,3-5,Dinner,"Healthy, Others, Fast Food","Speed, Price",No,No,None,5,Yes,Yes,26,Yes,Yes,Yes,No,Limited menu,"Cold food, High price",No,4
23,Male,2nd Year,1700,Off-campus,Personal Vehicle,1-2,Lunch,"Healthy, Italian, Fast Food","Speed, Price, Sustainability",Yes,Yes,"Zomato, Talabat",3,Yes,No,25,Yes,Yes,Yes,No,Cold food,"Late delivery, Cold food",Yes,5
24,Male,3rd Year,1565,On-campus,Personal Vehicle,3-5,Dinner,Italian,"Reviews, Variety, Quality",Maybe,Yes,Talabat,5,Yes,Yes,23,Yes,Yes,Somewhat,Yes,No tracking,Late delivery,Maybe,5
23,Female,4th Year,1461,Off-campus,Bike,3-5,Lunch,"Others, Indian","Quality, Speed",No,Yes,"Zomato, Uber Eats, Talabat",5,Yes,Yes,11,No,No,No,No,No tracking,"Late delivery, Cold food, Limited variety",Yes,5
18,Female,3rd Year,902,Off-campus,Ride-hailing,0,Late night,"Healthy, Italian","Price, Speed",Yes,Yes,"Others, Uber Eats",1,Yes,No,28,Yes,No,No,No,Cold food,"Poor packaging, Late delivery, Limited variety",No,5
20,Male,2nd Year,2225,On-campus,Ride-hailing,3-5,Dinner,"Others, Indian, Fast Food","Price, Variety, Reviews",Yes,Yes,"Uber Eats, Others, Talabat",5,Yes,Yes,41,No,Maybe,Yes,Yes,Limited menu,"Cold food, Late delivery, Limited variety",Yes,2
21,Female,2nd Year,2403,Off-campus,Personal Vehicle,0,Lunch,"Others, Healthy","Sustainability, Variety, Quality",Yes,Yes,"Zomato, Talabat",5,Yes,Yes,26,Maybe,Yes,Yes,Yes,No tracking,Cold food,No,4
21,Female,3rd Year,658,Off-campus,Personal Vehicle,1-2,Late night,"Chinese, Indian, Fast Food","Sustainability, Quality",Yes,Yes,"Talabat, Uber Eats, Others",1,Yes,Maybe,13,No,Maybe,No,Yes,Cold food,"Cold food, High price",Yes,1
23,Female,4th Year,987,On-campus,Walk,1-2,Varies,Healthy,"Reviews, Price",Yes,No,None,5,No,No,10,Maybe,No,No,Yes,Cold food,High price,Maybe,4
22,Male,Postgraduate,1360,On-campus,Walk,3-5,Late night,"Others, Healthy, Fast Food","Price, Speed, Reviews",No,Yes,"Talabat, Uber Eats",1,Yes,Yes,22,No,No,No,Doesn’t matter,Cold food,"Poor packaging, Cold food",No,5
18,Female,1st Year,1017,Off-campus,Public Transport,6+,Late night,Others,"Reviews, Speed",Maybe,No,None,3,Yes,Yes,17,No,Yes,No,No,Cold food,"Cold food, Limited variety",Yes,4
22,Prefer not to say,1st Year,1752,Off-campus,Public Transport,3-5,Varies,Indian,"Speed, Reviews, Sustainability",No,No,None,4,No,Yes,32,Yes,Yes,Yes,Doesn’t matter,High prices,"Late delivery, Poor packaging",No,5
23,Female,Postgraduate,1135,On-campus,Ride-hailing,3-5,Late night,"Others, Indian, Chinese","Sustainability, Reviews",Yes,Yes,"Others, Uber Eats, Talabat",1,Yes,Maybe,38,No,Maybe,Yes,Yes,Cold food,High price,Maybe,4
23,Male,4th Year,2582,On-campus,Ride-hailing,3-5,Varies,Fast Food,"Reviews, Price, Quality",Yes,Yes,"Others, Zomato, Talabat",1,No,No,29,Yes,No,Yes,Yes,No tracking,"Cold food, Limited variety, High price",No,3
24,Male,4th Year,2095,Off-campus,Bike,0,Varies,"Fast Food, Chinese","Reviews, Variety, Price",Yes,Yes,Zomato,5,No,Yes,24,Yes,Maybe,No,Yes,No tracking,"High price, Cold food, Limited variety",Maybe,4
24,Female,1st Year,1606,Off-campus,Bike,6+,Varies,"Others, Chinese","Speed, Sustainability",Yes,Yes,"Uber Eats, Talabat, Zomato",1,Yes,Yes,23,Yes,Maybe,Somewhat,Yes,Limited menu,"High price, Poor packaging, Limited variety",No,1
23,Non-binary,3rd Year,2013,Off-campus,Walk,1-2,Lunch,"Healthy, Others","Sustainability, Quality, Speed",Yes,Yes,"Uber Eats, Zomato, Others",2,Yes,Yes,25,No,Maybe,No,Yes,Late delivery,"Cold food, High price",Maybe,1
21,Female,4th Year,2052,Off-campus,Public Transport,6+,Dinner,"Others, Indian","Quality, Reviews, Sustainability",Maybe,Yes,"Uber Eats, Others, Talabat",2,Maybe,Yes,13,Yes,Yes,No,No,Cold food,"Poor packaging, Late delivery",No,4
18,Female,3rd Year,1218,On-campus,Walk,3-5,Lunch,"Chinese, Healthy, Others","Variety, Reviews, Quality",Yes,Yes,"Talabat, Zomato, Uber Eats",3,Yes,No,31,Maybe,No,Somewhat,Doesn’t matter,Cold food,High price,Maybe,4
23,Male,2nd Year,1091,Off-campus,Walk,3-5,Varies,"Italian, Fast Food, Healthy","Sustainability, Reviews",Maybe,Yes,"Uber Eats, Zomato, Talabat",1,Maybe,Yes,14,Maybe,Maybe,Somewhat,Doesn’t matter,Late delivery,"Poor packaging, Limited variety",Yes,2
22,Female,1st Year,1539,Off-campus,Public Transport,3-5,Dinner,"Chinese, Fast Food","Variety, Sustainability",Yes,Yes,"Others, Uber Eats, Zomato",5,Yes,Yes,36,No,No,No,No,Late delivery,"Late delivery, Cold food",Yes,4
22,Female,3rd Year,1930,Off-campus,Bike,1-2,Dinner,"Italian, Healthy, Others","Quality, Variety, Sustainability",Maybe,No,None,5,Yes,Yes,21,Yes,No,Somewhat,No,No tracking,Poor packaging,No,1
18,Male,2nd Year,1569,On-campus,Public Transport,3-5,Varies,"Others, Italian, Fast Food","Price, Reviews, Quality",No,Yes,"Zomato, Talabat, Uber Eats",4,Yes,Yes,33,Maybe,Maybe,Somewhat,No,No tracking,High price,Maybe,3
19,Female,2nd Year,711,Off-campus,Personal Vehicle,0,Dinner,Chinese,"Sustainability, Speed",No,No,None,3,Yes,Yes,10,No,Maybe,Somewhat,Doesn’t matter,High prices,"Poor packaging, Cold food, Late delivery",Yes,1
24,Prefer not to say,Postgraduate,1098,Off-campus,Personal Vehicle,3-5,Dinner,"Healthy, Italian","Price, Quality, Speed",Yes,Yes,"Uber Eats, Zomato, Others",5,Yes,Yes,33,No,Yes,No,Doesn’t matter,Late delivery,"Cold food, Late delivery",No,2
21,Male,2nd Year,1463,Off-campus,Personal Vehicle,3-5,Lunch,Italian,"Quality, Price",Maybe,Yes,"Zomato, Talabat, Uber Eats",4,No,No,38,No,No,No,Yes,Limited menu,Limited variety,Yes,4
23,Female,4th Year,1462,Off-campus,Ride-hailing,6+,Dinner,"Others, Chinese","Sustainability, Reviews, Speed",Maybe,Yes,"Zomato, Talabat, Uber Eats",5,Maybe,Maybe,12,No,Maybe,Somewhat,Doesn’t matter,Late delivery,"Limited variety, Late delivery, Poor packaging",Maybe,3
22,Male,1st Year,2486,On-campus,Bike,3-5,Varies,"Others, Fast Food, Italian","Price, Variety",No,Yes,Talabat,4,Maybe,Maybe,23,No,Maybe,Yes,Doesn’t matter,Limited menu,"Late delivery, High price",No,1
22,Female,3rd Year,807,Off-campus,Bike,0,Breakfast,"Italian, Healthy","Speed, Reviews, Quality",No,Yes,"Uber Eats, Talabat",2,Yes,Yes,28,Yes,No,Somewhat,No,Cold food,"Poor packaging, Limited variety",Maybe,3
24,Female,Postgraduate,1752,Off-campus,Ride-hailing,1-2,Breakfast,"Italian, Others, Indian","Sustainability, Speed, Reviews",No,Yes,"Talabat, Uber Eats, Others",2,Maybe,No,28,Yes,Maybe,Somewhat,Doesn’t matter,High prices,"Late delivery, Poor packaging",Maybe,5
20,Female,1st Year,2244,Off-campus,Walk,3-5,Breakfast,"Others, Healthy, Fast Food","Quality, Price, Variety",Yes,Yes,"Talabat, Zomato, Others",5,Maybe,Maybe,21,Yes,No,No,Yes,Cold food,"Poor packaging, Limited variety",Maybe,1
22,Female,1st Year,2635,Off-campus,Personal Vehicle,1-2,Varies,"Italian, Chinese","Reviews, Price",No,Yes,"Talabat, Others, Uber Eats",3,Maybe,Yes,19,Yes,Maybe,Yes,Doesn’t matter,No tracking,"Late delivery, Limited variety",Yes,5
20,Male,2nd Year,1297,Off-campus,Personal Vehicle,1-2,Breakfast,"Indian, Italian","Variety, Speed, Reviews",Maybe,Yes,Talabat,1,Yes,Yes,27,No,No,Somewhat,No,Limited menu,"Limited variety, Late delivery",No,3
20,Non-binary,1st Year,1745,On-campus,Walk,3-5,Lunch,"Indian, Italian, Fast Food","Sustainability, Quality",Yes,Yes,"Others, Talabat, Zomato",3,No,Yes,28,No,Maybe,Yes,No,No tracking,Cold food,Maybe,4
21,Female,4th Year,1784,Off-campus,Public Transport,3-5,Varies,"Italian, Fast Food, Chinese","Reviews, Sustainability",Yes,Yes,Zomato,3,Yes,Yes,18,Maybe,Maybe,No,Yes,Limited menu,"Cold food, Limited variety",Yes,4
22,Male,Postgraduate,1597,On-campus,Public Transport,3-5,Varies,Healthy,"Price, Reviews, Quality",Yes,Yes,"Talabat, Others",1,Yes,No,16,Maybe,Yes,Yes,Yes,No tracking,"Late delivery, High price, Poor packaging",Maybe,4
20,Female,2nd Year,1450,On-campus,Bike,1-2,Varies,"Healthy, Italian","Variety, Reviews, Price",No,No,None,2,Maybe,Yes,37,Yes,No,No,Doesn’t matter,High prices,"High price, Late delivery, Poor packaging",Yes,5
25,Female,2nd Year,1717,On-campus,Ride-hailing,3-5,Dinner,Indian,"Reviews, Sustainability",Yes,Yes,Others,2,Yes,Yes,26,No,Yes,Somewhat,Yes,Late delivery,"High price, Cold food",No,4
19,Male,2nd Year,233,Off-campus,Bike,1-2,Dinner,"Others, Healthy, Chinese","Reviews, Variety",Yes,No,None,1,Yes,Yes,10,Maybe,Maybe,No,Yes,Cold food,High price,No,2
21,Female,4th Year,1841,Off-campus,Public Transport,3-5,Dinner,Indian,"Quality, Sustainability",Yes,Yes,Uber Eats,4,Maybe,Yes,37,Maybe,No,Yes,No,Late delivery,"Poor packaging, Limited variety, Cold food",No,1
20,Non-binary,1st Year,1563,Off-campus,Walk,0,Late night,"Healthy, Chinese, Others","Quality, Sustainability",No,Yes,"Others, Uber Eats, Talabat",3,Yes,Yes,19,Maybe,No,Yes,No,Cold food,"Late delivery, Poor packaging, High price",No,1
25,Male,3rd Year,1388,Off-campus,Bike,6+,Lunch,Indian,"Quality, Sustainability",Yes,Yes,"Others, Uber Eats",5,Maybe,Yes,25,Maybe,Maybe,Yes,Doesn’t matter,Late delivery,"High price, Limited variety",Maybe,3
22,Prefer not to say,3rd Year,2523,Off-campus,Personal Vehicle,1-2,Varies,"Italian, Fast Food","Speed, Price",No,Yes,"Others, Uber Eats",2,No,Yes,28,Yes,Maybe,Somewhat,Doesn’t matter,Cold food,"Poor packaging, High price",Yes,5
24,Male,3rd Year,1162,On-campus,Personal Vehicle,1-2,Varies,Others,"Variety, Sustainability, Price",Yes,Yes,"Others, Zomato",5,Yes,Maybe,10,No,Maybe,Yes,Doesn’t matter,No tracking,Limited variety,No,1
18,Male,1st Year,1298,Off-campus,Walk,3-5,Dinner,Indian,"Variety, Quality",No,Yes,Talabat,1,Yes,Maybe,22,Yes,Maybe,Yes,Doesn’t matter,High prices,"Cold food, Poor packaging",Maybe,5
22,Male,4th Year,2495,On-campus,Public Transport,3-5,Varies,"Chinese, Fast Food, Healthy","Speed, Reviews, Quality",Maybe,Yes,"Others, Zomato",5,No,Maybe,38,Maybe,No,Yes,No,Limited menu,High price,No,3
24,Female,1st Year,1083,On-campus,Personal Vehicle,1-2,Varies,"Others, Chinese","Variety, Sustainability",Yes,Yes,"Zomato, Uber Eats, Others",5,Yes,No,35,Maybe,Yes,No,Doesn’t matter,No tracking,"High price, Late delivery, Limited variety",No,4
22,Female,1st Year,1224,Off-campus,Personal Vehicle,3-5,Breakfast,"Italian, Others","Sustainability, Variety",Yes,Yes,"Others, Zomato",3,Maybe,No,22,No,No,Yes,Doesn’t matter,No tracking,"High price, Poor packaging, Limited variety",No,3
24,Male,4th Year,1426,On-campus,Ride-hailing,1-2,Varies,"Indian, Others, Chinese","Price, Variety, Sustainability",Maybe,Yes,"Talabat, Uber Eats, Others",1,Maybe,No,32,No,No,No,Yes,Limited menu,"Late delivery, High price",Yes,2
20,Male,4th Year,1920,On-campus,Bike,6+,Late night,"Others, Indian, Chinese","Speed, Variety",Yes,Yes,Others,5,Yes,No,33,Yes,No,Yes,Doesn’t matter,Late delivery,"High price, Poor packaging",Yes,4
25,Female,1st Year,1603,Off-campus,Public Transport,3-5,Dinner,"Chinese, Indian","Variety, Reviews",Yes,Yes,Zomato,2,Yes,No,32,No,No,No,Yes,Cold food,"Poor packaging, Late delivery, Limited variety",Yes,4
27,Male,1st Year,853,Off-campus,Bike,1-2,Lunch,"Fast Food, Chinese","Sustainability, Reviews",Maybe,Yes,"Uber Eats, Zomato",1,Maybe,Yes,13,Yes,Maybe,No,No,No tracking,"Poor packaging, High price",No,4
21,Female,1st Year,1233,Off-campus,Public Transport,3-5,Lunch,"Italian, Indian, Healthy","Speed, Price",Maybe,No,None,2,Yes,Yes,41,Yes,Yes,Somewhat,Doesn’t matter,No tracking,"Cold food, Limited variety",Maybe,3
20,Female,2nd Year,1196,Off-campus,Personal Vehicle,1-2,Breakfast,"Healthy, Others","Variety, Quality, Price",No,Yes,"Talabat, Zomato, Others",4,Yes,No,20,Maybe,No,Somewhat,Yes,Late delivery,"Late delivery, Limited variety",Maybe,2
25,Female,1st Year,1461,Off-campus,Ride-hailing,1-2,Lunch,Italian,"Reviews, Variety",Yes,Yes,"Uber Eats, Talabat",5,Maybe,Yes,26,Yes,No,No,Doesn’t matter,No tracking,Limited variety,Maybe,5
25,Prefer not to say,1st Year,1712,Off-campus,Bike,6+,Lunch,"Fast Food, Healthy","Quality, Reviews, Speed",Yes,No,None,1,Maybe,Yes,21,Maybe,Yes,No,Yes,Cold food,High price,No,3
20,Male,2nd Year,1709,On-campus,Personal Vehicle,3-5,Dinner,"Fast Food, Chinese, Others","Quality, Sustainability, Price",Yes,Yes,"Others, Zomato",2,No,Yes,27,Yes,Maybe,Somewhat,Doesn’t matter,Limited menu,"Poor packaging, Cold food",Yes,1
20,Prefer not to say,4th Year,611,Off-campus,Public Transport,1-2,Dinner,"Chinese, Indian","Speed, Quality, Variety",No,Yes,Talabat,5,Yes,Yes,16,Yes,No,No,No,High prices,"Late delivery, Poor packaging",Maybe,1
21,Female,3rd Year,2031,Off-campus,Bike,1-2,Late night,"Chinese, Fast Food","Variety, Price",No,Yes,"Others, Zomato, Talabat",3,No,Maybe,22,No,Maybe,Somewhat,No,High prices,"Poor packaging, High price",No,3
18,Female,3rd Year,1626,Off-campus,Bike,1-2,Breakfast,"Italian, Chinese, Indian","Speed, Quality",Maybe,Yes,"Talabat, Zomato",2,No,Yes,26,No,No,Somewhat,Yes,Limited menu,Limited variety,No,5
19,Male,1st Year,2192,Off-campus,Personal Vehicle,6+,Lunch,"Italian, Others, Chinese","Reviews, Price",Yes,Yes,"Others, Zomato, Uber Eats",2,Maybe,Yes,37,Maybe,No,Yes,Yes,Limited menu,High price,Maybe,1
19,Female,Postgraduate,1722,On-campus,Bike,1-2,Late night,Healthy,"Reviews, Price",No,Yes,"Uber Eats, Zomato, Others",4,Maybe,Yes,36,No,Yes,Yes,No,Limited menu,"High price, Limited variety",Maybe,5
20,Male,4th Year,2050,On-campus,Ride-hailing,1-2,Breakfast,"Fast Food, Others, Italian","Sustainability, Speed",Yes,Yes,"Others, Uber Eats",3,Yes,Maybe,36,Yes,Yes,Somewhat,Doesn’t matter,Late delivery,Cold food,No,4
21,Male,4th Year,1733,Off-campus,Ride-hailing,1-2,Lunch,Fast Food,"Price, Quality, Reviews",Yes,Yes,"Others, Talabat",4,No,Yes,33,Maybe,Maybe,Somewhat,Yes,High prices,"Cold food, Poor packaging, High price",Maybe,3
22,Male,4th Year,2173,On-campus,Personal Vehicle,1-2,Lunch,"Indian, Chinese, Healthy","Variety, Reviews, Price",No,No,None,3,Maybe,No,43,Maybe,No,No,No,No tracking,"Late delivery, Cold food, Poor packaging",No,4
25,Female,Postgraduate,1761,Off-campus,Public Transport,1-2,Dinner,"Italian, Chinese","Speed, Sustainability, Reviews",Yes,Yes,"Others, Uber Eats",2,Yes,Maybe,22,Maybe,Maybe,Somewhat,Yes,Late delivery,"Late delivery, Cold food, High price",Maybe,1
19,Female,3rd Year,1451,On-campus,Personal Vehicle,1-2,Varies,Italian,"Sustainability, Reviews",No,Yes,"Talabat, Zomato, Others",4,Yes,Yes,23,Yes,Yes,Somewhat,No,Cold food,"Limited variety, High price, Late delivery",Yes,5
24,Female,1st Year,2636,Off-campus,Ride-hailing,1-2,Breakfast,"Chinese, Fast Food","Sustainability, Variety, Speed",No,Yes,"Others, Zomato",5,Maybe,Yes,23,No,Yes,Yes,No,Limited menu,"Cold food, Late delivery, High price",No,4
21,Female,3rd Year,1944,Off-campus,Walk,1-2,Lunch,"Italian, Others","Variety, Sustainability",Maybe,Yes,"Uber Eats, Zomato, Talabat",3,Yes,Yes,24,Maybe,Yes,Somewhat,Yes,No tracking,"High price, Late delivery",Yes,1
21,Male,4th Year,1786,On-campus,Walk,6+,Breakfast,"Others, Healthy, Indian","Quality, Speed",No,Yes,"Talabat, Others",2,Yes,No,10,Yes,Yes,No,Yes,High prices,"High price, Late delivery, Poor packaging",Maybe,2
23,Female,4th Year,861,On-campus,Bike,1-2,Late night,"Others, Italian","Quality, Speed",Maybe,Yes,"Zomato, Uber Eats",1,Yes,No,27,No,Yes,Somewhat,No,No tracking,High price,No,4
19,Male,3rd Year,855,Off-campus,Bike,3-5,Late night,"Chinese, Indian, Healthy","Price, Variety, Reviews",No,Yes,"Uber Eats, Others",3,Yes,Yes,29,No,Maybe,Yes,Doesn’t matter,Late delivery,Late delivery,Maybe,2
22,Female,1st Year,1646,Off-campus,Walk,3-5,Varies,"Italian, Chinese","Variety, Quality",Yes,Yes,Talabat,3,Yes,Yes,22,Maybe,Maybe,Yes,No,No tracking,"Limited variety, Late delivery, High price",No,2
22,Female,2nd Year,1572,Off-campus,Ride-hailing,3-5,Lunch,"Others, Healthy","Price, Reviews, Quality",Yes,Yes,"Zomato, Uber Eats, Talabat",5,Yes,Yes,10,Yes,Yes,Yes,Doesn’t matter,Limited menu,Cold food,Maybe,1
23,Female,Postgraduate,1192,On-campus,Bike,6+,Dinner,"Italian, Indian, Others","Speed, Variety, Price",No,Yes,"Zomato, Uber Eats, Others",3,Maybe,No,25,No,No,Yes,Doesn’t matter,High prices,High price,Yes,3
22,Female,3rd Year,1570,Off-campus,Personal Vehicle,1-2,Lunch,"Healthy, Chinese","Variety, Sustainability, Price",No,Yes,Zomato,3,No,Yes,12,Yes,No,Somewhat,Doesn’t matter,High prices,"High price, Limited variety, Late delivery",Yes,5
28,Male,3rd Year,2294,Off-campus,Personal Vehicle,1-2,Breakfast,Chinese,"Speed, Sustainability",No,Yes,"Talabat, Others, Zomato",5,No,Yes,29,No,No,No,Yes,High prices,"Limited variety, High price, Late delivery",Maybe,1
20,Female,2nd Year,1847,On-campus,Ride-hailing,1-2,Late night,"Chinese, Fast Food","Sustainability, Price, Reviews",Yes,No,None,5,Yes,Yes,26,Maybe,No,No,No,High prices,High price,Yes,4
20,Female,2nd Year,929,Off-campus,Bike,1-2,Breakfast,"Healthy, Italian, Fast Food","Sustainability, Quality",Yes,Yes,Talabat,4,No,No,27,Maybe,No,No,No,Late delivery,"High price, Poor packaging, Cold food",Yes,5
20,Female,4th Year,1444,On-campus,Personal Vehicle,3-5,Varies,"Healthy, Fast Food, Chinese","Variety, Reviews, Speed",Yes,Yes,Uber Eats,2,No,No,14,No,Yes,Somewhat,Doesn’t matter,Late delivery,"High price, Limited variety, Cold food",Maybe,3
20,Male,3rd Year,1097,On-campus,Bike,3-5,Late night,Others,"Quality, Reviews",No,Yes,Talabat,2,No,Yes,37,Yes,Maybe,Somewhat,Doesn’t matter,No tracking,"Late delivery, Cold food, Limited variety",No,1
20,Female,4th Year,1306,On-campus,Bike,6+,Dinner,"Indian, Healthy, Fast Food","Reviews, Quality, Speed",No,Yes,"Others, Zomato, Talabat",4,Yes,No,26,No,Yes,Somewhat,Doesn’t matter,Late delivery,High price,Maybe,3
24,Female,2nd Year,1293,On-campus,Personal Vehicle,0,Late night,"Others, Italian, Indian","Price, Quality, Variety",No,Yes,"Zomato, Talabat",2,Yes,Yes,15,Yes,No,No,No,High prices,Poor packaging,No,4
25,Male,3rd Year,1261,On-campus,Walk,6+,Lunch,"Indian, Others, Chinese","Sustainability, Quality",Yes,Yes,Uber Eats,3,Maybe,Maybe,30,No,No,Somewhat,Doesn’t matter,Cold food,Late delivery,Yes,1
20,Male,1st Year,872,Off-campus,Personal Vehicle,1-2,Lunch,"Healthy, Chinese, Others","Speed, Quality",Yes,Yes,"Talabat, Others",4,No,Yes,25,Maybe,Maybe,Somewhat,No,No tracking,"Cold food, High price, Limited variety",Yes,4
19,Female,4th Year,1436,On-campus,Ride-hailing,1-2,Late night,"Healthy, Fast Food","Reviews, Speed, Price",No,Yes,Uber Eats,4,No,No,43,Yes,Yes,Yes,No,Cold food,"Poor packaging, High price, Late delivery",Yes,5
23,Female,2nd Year,1219,On-campus,Public Transport,1-2,Varies,Others,"Sustainability, Reviews, Speed",No,Yes,"Uber Eats, Zomato",2,Yes,Yes,19,Maybe,Maybe,Yes,Yes,High prices,"Poor packaging, Late delivery",Yes,5
20,Male,2nd Year,100,On-campus,Personal Vehicle,3-5,Lunch,Others,"Speed, Sustainability, Reviews",Yes,Yes,Zomato,1,Yes,Yes,12,Yes,No,No,Doesn’t matter,Cold food,"Cold food, Limited variety, High price",Yes,3
23,Male,3rd Year,2526,Off-campus,Bike,1-2,Lunch,"Fast Food, Indian, Others","Quality, Sustainability, Reviews",No,No,None,2,No,No,27,No,No,Yes,Doesn’t matter,No tracking,Late delivery,No,3
22,Male,Postgraduate,2044,Off-campus,Bike,6+,Dinner,Fast Food,"Sustainability, Speed, Reviews",Yes,Yes,"Talabat, Others, Zomato",1,Yes,Yes,35,Maybe,Maybe,Yes,Doesn’t matter,Late delivery,Poor packaging,No,5
18,Male,1st Year,1311,Off-campus,Personal Vehicle,6+,Late night,Healthy,"Sustainability, Reviews",No,Yes,Uber Eats,4,No,Yes,48,Maybe,No,Yes,Yes,High prices,"Poor packaging, Limited variety, High price",No,2
25,Female,4th Year,1509,Off-campus,Public Transport,6+,Lunch,"Fast Food, Healthy","Speed, Quality",Maybe,Yes,Talabat,1,Maybe,Yes,59,Yes,Yes,Somewhat,Doesn’t matter,Limited menu,"Late delivery, Poor packaging, High price",Maybe,5
26,Female,2nd Year,914,Off-campus,Personal Vehicle,0,Varies,Healthy,"Variety, Speed",No,Yes,"Others, Uber Eats",3,No,Yes,10,Yes,No,Yes,No,No tracking,"Poor packaging, Limited variety",Yes,1
20,Female,2nd Year,2347,On-campus,Public Transport,6+,Breakfast,"Others, Italian","Quality, Price",No,Yes,Zomato,5,Yes,Yes,23,Yes,No,Yes,Doesn’t matter,Late delivery,"High price, Cold food",Yes,4
21,Female,1st Year,2448,Off-campus,Public Transport,3-5,Late night,"Indian, Fast Food, Italian","Speed, Quality",Yes,Yes,"Uber Eats, Zomato, Others",1,Yes,Yes,12,Maybe,Yes,Yes,No,Cold food,"High price, Cold food, Limited variety",Yes,5
22,Male,2nd Year,1578,Off-campus,Ride-hailing,1-2,Dinner,Others,"Reviews, Price",No,Yes,"Zomato, Talabat, Uber Eats",5,No,No,22,No,No,Somewhat,No,High prices,High price,Maybe,5
22,Female,3rd Year,2011,Off-campus,Bike,1-2,Lunch,Healthy,"Variety, Reviews, Quality",No,No,None,3,Maybe,No,49,Yes,Maybe,No,No,Limited menu,Limited variety,Maybe,4
23,Female,1st Year,1587,On-campus,Bike,1-2,Varies,Indian,"Reviews, Quality, Speed",No,Yes,Uber Eats,5,Yes,Yes,16,No,Maybe,Somewhat,No,Limited menu,"Late delivery, Cold food",Maybe,4
27,Prefer not to say,2nd Year,831,Off-campus,Public Transport,0,Late night,"Italian, Indian","Price, Speed",No,No,None,3,Yes,Yes,24,Yes,No,Somewhat,Doesn’t matter,Late delivery,"Limited variety, High price",Yes,1
21,Female,Postgraduate,1294,On-campus,Bike,3-5,Varies,"Indian, Others, Fast Food","Price, Sustainability",Yes,Yes,Others,5,Yes,Maybe,19,No,Yes,Yes,Yes,Cold food,High price,No,4
20,Male,1st Year,1565,Off-campus,Walk,6+,Varies,Italian,"Sustainability, Reviews, Speed",Maybe,Yes,"Uber Eats, Talabat",5,No,Yes,14,Yes,Yes,No,Yes,No tracking,"Poor packaging, Late delivery, Cold food",Maybe,3
18,Female,4th Year,1272,Off-campus,Public Transport,1-2,Dinner,"Chinese, Others","Speed, Price",No,Yes,Zomato,2,No,Yes,42,No,Maybe,Yes,No,No tracking,"Limited variety, Cold food, Poor packaging",Maybe,5
